track_name,artists,danceability,energy,valence,tempo,acousticness,instrumentalness,loudness,speechiness,track_genre,lyrics,lyrics_sentiment,mood
Se eu não lhe amo, Mara
Morena manhosa
Mara maravilhosa
Morro e Mara morrerá
Me dá um beijo, hum
Vige, um beijo, hum
Dê cá um beijo, hum
Se eu não lhe amo, Mara
Morena manhosa
Mara maravilhosa
Morro e Mara morrerá
O sol despontando raiou o dia
O olhar de Mara, mar azulou
Vai dançar o frevo na avenida
Vai abrir janelas pro nosso amor
Se eu não lhe amo, Mara
Morena manhosa
Mara maravilhosa
Morro e Mara morrerá
Me dá um beijo, hum
Vige, um beijo hum
Dê cá um beijo, hum
Se eu não lhe amo, Mara
Morena manhosa
Mara maravilhosa
Morro e Mara morrerá
O sol despontando
Raiou o dia
Ô Mara
O olhar de Mara mar azulou
Ô Mara
Vai dançar o frevo na avenida
Ô Mara
Vai abrir janelas
Pro nosso amor
Se eu não lhe amo, Mara
Morena manhosa
Mara maravilhosa
Morro e Mara morrerá
Me dá um beijo, hum
Vige, um beijo, hum
Dê cá um beijo, hum
Se eu não lhe amo, Mara
Morena manhosa
Mara maravilhosa
Morro e Mara morrerá
Me dá um beijo, hum
Vige, um beijo, hum
Dê cá um beijo, hum
Se eu não lhe amo, Mara
Morena manhosa
Mara maravilhosa
Morro e Mara morrerá",0.0,happy
the lonely,Christina Perri,0.236,0.269,0.0681,81.254,0.573,0.000274,-9.61,0.0299,rock,"2 a.m., where do I begin?
Crying off my face again
The silent sound of loneliness
Wants to follow me to bed

I'm a ghost of a girl that I want to be most
I'm the shell of a girl that I used to know well

Dancing slowly in an empty room
Can the lonely take the place of you?
I sing myself a quiet lullaby
Let you go and let the lonely in
To take my heart again

Too afraid to go inside
For the pain of one more loveless night
But the loneliness will stay with me
And hold me 'til I fall asleep

I'm the ghost of a girl that I want to be most
I'm the shell of a girl that I used to know well

Dancing slowly in an empty room
Can the lonely take the place of you?
I sing myself a quiet lullaby
And let you go and let the lonely in
To take my heart again

Broken pieces of
A barely breathing story
Where there once was love
Now there's only me
And the lonely

Dancing slowly in an empty room
Can the lonely take the place of you?
I sing myself a quiet lullaby
And let you go and let the lonely in
To take my heart again",0.018000000000000006,neutral
